stop_name,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
DICOMANO,4.080651268458917,3.0,45,2641,1173,607,102,43.893489,11.519148
DITTAINO,-0.09299191374663072,-1.0,25,742,135,79,37,37.564605,14.462429
DOGATO,0.7561475409836066,0.0,18,976,76,33,17,,
DONNAZ,3.342857142857143,2.0,34,1645,568,286,62,45.602713,7.769563
DORIO,4.237986270022883,3.0,28,2185,930,557,170,46.102756,9.319063
DORMELLETTO,3.5705353653771006,2.0,49,2559,945,627,183,45.7233,8.581906
DOSSOBUONO,3.9537080774681153,3.0,30,2117,854,403,86,45.392382,10.914831
EBOLI,4.796891191709845,3.0,33,1930,804,518,226,40.611057,15.052382
ECCELLENTE,60.0,60.0,1,1,1,1,1,38.809696,16.232598
ELMAS AEROPORTO,0.8768187288042883,0.0,170,9141,642,365,173,,
EMPOLI,0.6795451122156951,0.0,210,13278,1878,996,332,43.715708,10.94915
ENAS,1.0,1.0,1,1,0,0,0,40.85706,9.431095
ENNA,3.062319676860935,1.0,37,1733,481,315,137,37.581134,14.289579
EQUI TERME,3.2400932400932403,2.0,28,1716,510,222,34,44.170282,10.153624
ERBA,0.005089058524173028,0.0,41,2751,0,0,0,,
ESTE,1.3976133651551312,1.0,36,2095,298,150,46,45.220954,11.662931
FABRIANO,1.7091380801383684,1.0,58,3469,751,426,170,43.345429,12.905336
FAENZA,3.1704035874439462,1.0,128,8474,2406,1691,807,44.293594,11.883268
FAGARE,2.29875,2.0,23,1600,275,112,30,45.70705,12.444296
FALCONE,2.935483870967742,2.0,16,1085,333,134,22,38.119573,15.080467
FASANO,2.594912614639211,1.0,122,5779,1389,763,296,40.851753,17.3859
FEDERICO,0.7529997736019923,2.0,60,4417,8,4,0,38.144862,13.344966
FERENTINO-SUPINO,2.5435506901475486,1.0,79,4202,817,472,147,41.6564,13.246971
FERNO LONATE POZZOLO,0.7887466307277629,1.0,39,2968,117,44,24,,
FERRANDINA,3.913677130044843,2.0,12,892,280,187,88,40.516566,16.475276
FERRARA,1.8581833761782347,1.0,137,9336,2180,1299,543,44.843047,11.603594
FI ROVEZZANO,8.842105263157896,9.0,16,76,67,63,23,43.768657,11.307372
FIDENE,1.500608519269777,1.0,167,9860,891,381,110,41.979773,12.508451
FIDENZA,1.8826680141485599,1.0,156,9895,2223,1386,636,44.86773,10.06339
FIERA,-2.1489698890649764,-2.0,60,4417,10,5,2,38.144004,13.351336
FILIANO,4.398496240601504,3.0,13,931,418,270,48,40.837161,15.752285
FIRENZE RIFREDI,1.3628929093567252,1.0,361,21888,3474,1830,615,43.800873,11.235729
FIRENZE S.M.N.,1.715442304414522,0.0,362,23468,5237,3218,1462,43.776893,11.247373
FIUMICINO AEROPORTO,0.4868274582560297,1.0,159,10780,1061,348,95,41.793673,12.251728
FIVIZZANO - GASSANO,3.3132108486439193,3.0,20,1143,358,161,19,44.202672,10.091691
FOGNANO,5.407381615598886,5.0,21,1436,863,611,137,,
FOLIGNO,2.1914036265950303,1.0,73,4467,1113,675,294,42.954261,12.711096
FONTANAFREDDA,16.666666666666668,5.0,5,6,4,3,2,45.967555,12.575266
FONTECCHIO,2.737864077669903,2.0,8,103,51,49,5,42.222822,13.604445
FORENZA,2.9852579852579852,2.0,29,2035,590,316,84,40.866839,15.725331
FORMIA-GAETA,3.673328921244209,1.0,149,7555,2392,1605,773,41.258773,13.605996
FORNOVO,2.654562383612663,2.0,64,3222,967,592,177,44.693791,10.102014
FOSSALTA DI PIAVE,9.3,9.0,22,30,30,26,12,45.624215,12.500393
FOSSANO,1.1180654338549076,0.0,100,6327,1180,549,162,44.550231,7.717971
FOSSATO DI VICO GUBBIO,2.5737430167597766,1.0,26,1790,481,317,126,43.283798,12.757258
FRASCATI,-1.7714508580343213,-2.0,18,1282,36,20,4,41.806881,12.677962
FRATTAMAGGIORE,13.1,9.0,17,20,17,14,10,40.940018,14.263676
FRATTE CENTRO,12.166666666666666,1.0,5,6,2,2,2,45.585849,11.906637
FROSINONE,-0.2890447699608005,-1.0,88,4847,478,309,193,41.625333,13.328728
FUNO CENTERGROSS,3.5063025210084033,2.0,52,3332,1034,621,211,44.593646,11.370672
GAIBANELLA,3.4984848484848485,2.0,12,660,208,90,27,44.778116,11.671325
GAIFANA,0.48663101604278075,-1.0,5,374,57,27,9,43.181837,12.784148
GALLIERA,4.961029411764706,3.0,43,2720,1297,800,246,44.737738,11.441551
GAMBETTOLA,3.2883435582822087,2.0,32,2282,716,452,127,44.116718,12.327555
GAMBOLO`REMONDO`,4.454081632653061,3.0,25,1960,791,342,97,45.23587,8.79757
GARBAGNA,3.1433628318584073,2.0,31,1695,440,212,53,45.385552,8.66627
GARLASCO,2.0152361604875573,1.0,25,1969,455,216,62,45.198948,8.926829
GATTEO A MARE,4.292004634994206,2.0,46,2589,695,451,224,44.170691,12.432057
GAVIGNANO,2.964630225080386,2.0,58,2799,605,181,44,,
GAVORRANO,2.3149405772495757,1.0,19,1178,287,178,61,42.947959,10.9338
GAZZO DI BIGARELLO,0.3464100666173205,0.0,23,1351,129,67,32,45.176648,10.894005
GAZZO PIEVE S. GIACOMO,4.428134556574924,3.0,8,654,268,155,45,45.137151,10.189922
GEMONA DEL FRIULI,0.6627842484747642,0.0,38,1803,116,60,18,46.274243,13.127978
GENOVA ACQUASANTA,4.647058823529412,3.0,23,1734,836,568,185,44.458757,8.773197
GENOVA BORZOLI,3.7474048442906573,2.0,23,1734,656,447,133,44.434704,8.866648
GENOVA BRIGNOLE,1.7476397761320595,1.0,297,17689,3839,2339,878,44.407213,8.947553
GENOVA GRANARA,15.0,15.0,1,1,1,1,1,44.442055,8.823453
GENOVA P.PRINCIPE,2.4278697001034124,1.0,317,19340,4669,2743,970,44.417784,8.9207
GENOVA PONTEDECIMO,0.45079446437724247,-1.0,56,3902,358,163,33,44.494189,8.905642
GENOVA QUARTO DEI MILLE,2.7099785543080612,1.0,146,7927,2025,1218,364,44.388607,8.99597
GENOVA RIVAROLO,1.5724267669981187,1.0,56,3721,492,229,41,44.435955,8.89106
GENOVA SAMPIERDARENA,1.065387749984327,1.0,265,15951,2071,1132,379,44.413102,8.887271
GENOVA STURLA,8.7,7.0,34,50,36,32,15,44.397977,8.981466
GENOVA VOLTRI,0.3255731084451835,-1.0,154,8419,1008,592,220,44.428467,8.758163
GHEDI,4.647832440331222,2.0,25,2053,830,545,239,45.409439,10.280506
GIACHERY,-5.438517179023508,-6.0,30,2212,3,1,0,38.138135,13.355856
GIARRE RIPOSTO,2.4773671096345513,0.0,91,4816,983,664,341,37.730346,15.193386
GIAVE,3.3475935828877006,2.0,11,374,75,44,20,40.455875,8.729388
GINOSA,3.0532544378698225,2.0,6,507,107,73,33,40.429201,16.890968
GIOJOSA MAREA,1.2573375262054507,1.0,32,1908,313,172,48,38.175149,14.894794
GIOVINAZZO,3.060787141974037,2.0,100,4853,1333,778,270,41.180968,16.669346
GIULIANOVA,2.3734396671289875,1.0,92,5768,1313,849,290,42.751673,13.965743
GLORIE,2.5089820359281436,2.0,5,334,83,45,6,44.483341,12.075736
GODO,5.869032663316583,4.0,40,3184,1935,1203,356,44.389322,12.071256
GOLFO ARANCI,-1.6556962025316455,-2.0,6,395,3,3,1,40.997261,9.62471
GORIANO SICOLI,3.0314685314685317,1.0,10,286,82,53,23,42.082698,13.78286
GRAGNOLA,1.987811955890888,1.0,28,1723,346,150,27,44.191069,10.109245
GRAMMICHELE,0.9418181818181818,-1.0,8,275,33,27,15,37.209336,14.641256
GRANAIOLO,3.595680345572354,3.0,34,2315,1153,558,76,43.652244,10.945223
GRANAROLO,2.7150313152400836,2.0,14,958,212,117,45,44.357356,11.937441
GRASSANO,4.3443627450980395,2.0,10,816,283,177,84,40.593317,16.241049
GROTTAMMARE,0.0,0.0,1,1,0,0,0,42.99381,13.870265
GROTTE S.STEFANO,2.057518488085456,1.0,18,1217,224,111,37,42.51512,12.169372
GUALDO TADINO,2.9965108164689465,1.0,22,1433,395,245,97,43.233475,12.7672
GUARDAVALLE,4.345844504021447,4.0,6,373,203,142,24,38.480266,16.578923
GUARDIA MANGANO SANTA VENERINA,7.923076923076923,8.0,9,13,12,11,2,37.661812,15.169447
GUARDIA PIEMONTESE TERME,10.1,7.0,9,10,8,7,5,39.464259,15.979237
GUASTALLA,-0.4960380348652932,-1.0,38,1893,177,81,36,,
GUIDONIA-MONTECELIO-S.ANGELO,2.37519658503707,2.0,68,4451,1084,398,98,41.993405,12.725681
IL NETO,12.75,5.0,4,4,3,2,1,43.839624,11.182656
IMOLA,3.8894742870232504,2.0,135,8731,3164,2030,766,44.359418,11.718723
IPOGEO DEGLI OTTAVI,2.4595707782354217,2.0,154,9226,2119,726,122,41.968391,12.409026
ISERNIA,2.1703056768558953,-1.0,8,458,87,63,42,41.596946,14.235421
ISOLA CAPO RIZZUTO,14.666666666666666,12.0,2,6,5,4,4,39.043084,17.071764
ISOLETTA-S.GIOVANNI I.,2.0654652445752113,1.0,58,2719,294,161,63,41.527873,13.547095
ISPICA,2.252816020025031,1.0,14,799,184,123,63,36.77804,14.914315
IVREA,1.955969517358171,1.0,86,3543,855,409,112,45.461542,7.876348
JESI,1.2948854555141183,0.0,57,3754,560,319,149,43.520164,13.251316
LA SPEZIA CENTRALE,2.1721096293184923,1.0,193,9523,2694,1631,635,44.11141,9.813906
LA SPEZIA MIGLIARINA,2.2511075668970406,1.0,97,5643,1376,705,205,44.123391,9.84028
LABRO MOGGIO,9.071729957805907,8.0,4,237,224,187,72,42.506131,12.746224
LADISPOLI-CERVETERI,1.436140018921476,1.0,94,6342,1039,510,131,41.953502,12.081675
LAMEZIA TERME CENTRALE,1.9002335669002335,-1.0,106,5994,1128,788,466,38.921347,16.255577
LAMEZIA TERME NICASTRO,1.7414259927797835,1.0,38,2216,399,164,26,38.966779,16.320043
LANCENIGO,15.428571428571429,12.0,11,14,12,10,9,45.710087,12.265663
LASCARI,2.0,2.0,2,4,0,0,0,,
LASTRA A SIGNA,7.336065573770492,5.0,34,122,76,57,25,,
LATIANO,2.988599348534202,2.0,17,1228,284,157,61,40.558074,17.717629
LAVEZZOLA,1.9826122118883946,1.0,38,2473,533,245,73,44.559591,11.880154
LE PIAGGE,9.944444444444445,7.0,11,18,15,12,7,43.789684,11.171665
LECCO MAGGIANICO,2.0230520099066487,1.0,69,5249,1188,640,208,45.831179,9.411691
LEGNANO,4.274372640461914,3.0,133,9006,4073,2252,586,45.593653,8.910638
LERINO,5.333333333333333,4.0,3,3,2,1,0,45.518725,11.63567
LESA,5.5495836487509465,3.0,32,1321,641,438,210,45.833042,8.566471
LESEGNO,-0.5108359133126935,-1.0,18,1292,42,25,15,44.385891,7.94266
LEVANTO,1.84407039020658,1.0,121,6535,1472,896,313,44.174167,9.616018
LEVATA,3.159643435980551,2.0,31,2468,787,431,156,,
LIERNA,1.9716506630086876,1.0,28,2187,455,286,118,45.960973,9.303071
LISON,2.40325117986366,1.0,34,1907,322,177,44,45.751947,12.759416
LISSONE-MUGGIO`,3.1586024594874154,2.0,169,8701,2576,1381,458,45.60592,9.235368
LIVORNO FERRARIS,1.3958799820868786,0.0,38,2233,420,226,63,45.283402,8.073493
LOANO,3.512912482065997,2.0,75,4182,1521,935,272,44.122429,8.254523
LOCATE TRIULZI,3.674692534210982,3.0,73,5773,2331,1213,218,45.35973,9.221398
LONGARONE ZOLDO,2.0716510903426792,2.0,24,963,191,45,8,46.267466,12.301953
LORETO,2.389264494980537,1.0,91,4881,1262,701,198,43.448376,13.620455
LUCCA,2.251548612981417,2.0,166,7426,2060,949,225,43.837186,10.506069
LUNGAVILLA,2.3082039911308203,1.0,30,2255,490,288,98,45.049837,9.068968
LUNGHEZZA,0.9704399234915667,-1.0,88,5751,1010,469,118,41.923253,12.667212
MACCARESE,1.4932998324958124,1.0,90,5970,814,368,102,41.879372,12.23695
MACERATA,1.1130434782608696,0.0,40,1955,322,151,60,43.293094,13.455172
MACERATA FONTESCODELLA,17.5,0.0,2,2,1,1,1,43.291569,13.44048
MADDALONI INFERIORE,15.397727272727273,12.0,54,88,87,83,58,41.035954,14.380504
MADDALONI SUPERIORE,17.75,8.0,2,4,4,4,2,41.048567,14.396055
MADIGNANO,5.9982412944073165,4.0,42,2843,1553,975,373,45.34383,9.730179
MAERNE DI MARTELLAGO,2.284409136047666,2.0,70,5035,1073,358,92,45.514799,12.150629
MAGIONE,2.4806603773584905,2.0,31,2120,673,375,99,43.137356,12.202238
MAGLIANA,2.384358358567401,2.0,157,9577,2193,754,134,41.834235,12.431017
MAGNACAVALLO,2.0178173719376393,0.0,16,898,163,78,50,,
MAGRE`- CORTACCIA,10.178082191780822,9.0,32,73,70,64,28,46.287976,11.232646
MALEO,6.174603174603175,4.0,10,441,269,167,44,45.170118,9.755201
MANDATORICCIO CAMPANA,4.924707602339181,4.0,20,1368,698,466,143,39.525442,16.893125
MANDELA-SAMBUCI,1.874784110535406,1.0,37,2316,440,239,78,42.016212,12.921976
MANERBIO,2.101470588235294,2.0,33,2720,687,286,118,45.357212,10.132348
MANOPPELLO,1.0379815518176885,1.0,32,1843,183,85,33,42.305848,14.061057
MANTOVA,2.5179439685112293,1.0,60,4319,1109,662,272,45.158746,10.783165
MANZANO,1.785909090909091,1.0,47,2200,292,147,46,45.98811,13.375016
MARANO,3.4461009174311927,3.0,36,2616,909,307,68,45.706864,11.4246
MARATEA,5.1074087203119465,1.0,50,2821,972,702,330,39.995028,15.70975
MARCARIA,6.362652232746956,4.0,27,2217,1169,837,343,45.124518,10.533651
MARCELLINA VERBICARO ORSOMARSO,3.2077331311599697,1.0,21,1319,364,227,94,39.766974,15.822665
MARCONI,15.2,8.0,5,5,3,3,2,,
MARIANO COMENSE,0.0035671819262782403,0.0,50,3364,0,0,0,45.693622,9.18147
MARINA DI CERVETERI,4.0,2.0,3,3,1,1,0,41.979133,12.047924
MARINELLA,1.113375796178344,1.0,12,785,51,8,2,40.999129,9.55362
MARINO,0.16556751128080527,-1.0,43,2881,494,81,15,41.768961,12.655994
MARMORE,2.7434343434343433,2.0,35,1980,561,262,67,42.547499,12.715224
MAROTTA MONDOLFO,3.2120104438642296,2.0,55,3830,1199,774,227,43.769748,13.137273
MARZABOTTO,2.206896551724138,2.0,56,3973,767,230,55,44.341237,11.207351
MARZOCCA,9.555555555555555,7.0,6,9,9,7,2,43.677362,13.287922
MASSAFISCAGLIA,1.6540041067761806,1.0,18,974,102,37,17,,
MASSALOMBARDA,4.456666666666667,3.0,4,300,137,79,36,44.448948,11.828068
MASSAROSA BOZZANO,1.9930114358322744,2.0,30,1574,294,94,16,43.855652,10.352022
MATELICA,2.936731107205624,2.0,37,1707,566,267,58,43.25394,13.01509
MAZARA DEL VALLO,0.9820696721311475,0.0,31,1952,298,178,82,37.652448,12.594565
MEDE,4.995796111403048,4.0,28,1903,1085,598,106,45.095009,8.742594
MEDESANO,4.908536585365853,3.0,3,164,65,42,16,44.749265,10.140335
MELEGNANO,2.348267117497887,1.0,101,3549,781,418,92,45.356321,9.319271
MEOLO,13.0,8.0,21,29,27,25,13,45.61319,12.453969
MERCATELLO,0.20935064935064934,0.0,67,1925,28,8,4,40.606491,15.38979
MERCENASCO,3.826044703595724,3.0,34,2058,790,379,100,45.353436,7.886405
MESAGNE,2.993431855500821,2.0,17,1218,271,155,69,40.563203,17.802082
MEZZANI RONDANI,5.569696969696969,4.0,29,2310,1286,867,244,44.966764,10.398818
MEZZOCORONA,4.5038606867093804,3.0,111,6087,2759,1643,433,46.207258,11.128595
MI P.GAR.SOTT.,4.472159368206221,3.0,384,22539,10082,5542,1654,45.484228,9.185122
MILANO BOVISA FNM,1.522120326514159,1.0,171,9923,1932,926,246,45.502993,9.159235
MILANO BRUZZANO,1.5023102310231022,1.0,28,1515,213,85,20,,
MILANO CERTOSA,3.298972800925926,2.0,246,13824,4673,2412,619,45.507019,9.133863
MILANO DATEO,4.208826790862719,3.0,385,22545,9608,5523,1703,45.462341,9.209277
MILANO FORLANINI,3.744954766875435,2.0,194,11496,3946,2424,799,,
MILANO LANCETTI,2.4579696016306998,1.0,385,22567,5977,3384,1034,45.492632,9.175832
MILANO PORTA GARIBALDI,2.294645131706323,1.0,290,19627,5204,2935,1072,45.484917,9.187683
MILANO PORTA ROMANA,20.5,17.0,13,16,13,13,13,45.445844,9.213128
MILANO REPUBBLICA,4.294663058426867,3.0,385,22541,9621,5403,1656,,
MILANO TIBALDI,17.333333333333332,25.0,2,3,2,2,2,,
MILAZZO,2.1181569343065694,1.0,74,4384,833,473,200,38.21195,15.244203
MILITELLO,1.7517985611510791,0.0,8,278,52,29,18,37.277194,14.78317
MINTURNO,2.9487558511948757,1.0,80,4059,1178,857,405,41.257621,13.720664
MIRANDOLA,4.055380989787903,2.0,87,5092,1787,1157,356,44.891638,11.111689
MOGLIANO VENETO,1.2012656797378234,0.0,146,8849,1105,547,187,45.561964,12.23274
MOIANA,2.5272564789991065,2.0,15,1119,214,95,17,45.787082,9.255607
MOLINA CASTEL VECCHIO SUBAQUEO,2.2492668621700878,2.0,35,1705,461,202,19,42.143476,13.739644
MOLINO DEL PALLONE,2.111442786069652,2.0,12,1005,146,32,8,44.100128,10.961252
MOMBALDONE ROCCAVERANO,4.222300635144672,4.0,23,1417,739,389,57,44.569891,8.332781
MOMO,1.995345228859581,1.0,20,1289,281,118,37,45.574646,8.55689
MONASTERACE STILO,4.462657613967022,3.0,33,2062,950,608,189,38.437591,16.574444
MONCALIERI,1.4864540637808656,1.0,152,10003,1486,542,109,44.998187,7.678027
MONOPOLI,2.7675020430400434,1.0,147,7342,1685,951,383,40.952017,17.292455
MONSAMPOLO DEL T,5.5,5.0,2,2,2,1,0,,
MONSELICE,0.7832090144421521,0.0,96,6301,968,555,225,45.246116,11.74789
MONTALTO DI CASTRO,1.013478486262312,-1.0,29,1929,318,180,72,42.334623,11.595085
MONTECAROTTO CASTELBELLINO,0.0,0.0,1,1,0,0,0,43.500005,13.1481
MONTECATINI TERME,2.779958913490071,2.0,98,4381,1447,856,264,43.879327,10.780588
MONTEFIASCONE,1.9514802631578947,1.0,18,1216,226,112,37,42.520268,12.050448
MONTEGROSSO,0.9861111111111112,0.0,16,936,67,34,15,44.818465,8.239171
MONTELLO GORLAGO,2.6863287250384023,2.0,42,3255,924,421,98,45.67017,9.808488
MONTEPAONE - MONTAURO,1.7828418230563003,1.0,6,373,89,40,8,38.728548,16.541944
MONTEPRANDONE,6.5,6.0,2,2,2,2,0,42.894183,13.849996
MONTEREALE VALCELLINA,-1.069090909090909,-1.0,24,1100,10,5,5,46.148009,12.658923
MONTERONI D`ARBIA,0.03619381202568593,0.0,36,1713,138,63,17,43.230036,11.419662
MONTEROSSO,2.960969938548414,1.0,119,6021,1670,1050,350,44.145967,9.649009
MONTEROTONDO,0.18100224382946897,0.0,160,9359,385,185,68,42.06409,12.595753
MONTEVARCHI TERRANUOVA,2.906463772162502,2.0,111,7163,2125,1212,387,43.525165,11.563983
MONTORSOLI,3.6666666666666665,1.0,2,3,1,1,0,43.881903,11.265484
MONZONE-M.DEI BANCHI-ISOLANO,3.2600349040139616,2.0,28,1719,522,225,33,44.165637,10.123827
MONZUNO,1.775667846797554,1.0,52,3107,500,227,70,44.322277,11.262082
MORBEGNO,5.235205992509363,3.0,72,4005,1905,1172,434,46.136663,9.568646
MORENGO BARIANO,18.833333333333332,11.0,11,18,17,15,10,45.521639,9.703114
MORREA-CASTRONOVO-RENDINARA,5.25,0.0,7,8,1,1,1,,
MORROVALLE MONTE S.GIUSTO,2.4856361149110806,2.0,47,2193,513,232,67,43.279189,13.58285
MOZIA-BIRGI,1.8867623604465709,1.0,30,1881,352,174,60,37.884956,12.499016
MOZZECANE,2.5505671077504726,2.0,30,2116,561,262,93,45.306687,10.823657
MUSSOTTO,0.8241758241758241,0.0,34,2366,141,79,31,44.713227,8.015194
NAPOLI CAMPI FLEGREI,-0.8339341504446046,-1.0,206,16644,934,512,227,40.822462,14.194649
NAPOLI CENTRALE,2.4740102343118773,1.0,244,14852,4310,2945,1614,40.852933,14.272908
NAPOLI GIANTURCO,-0.8263797634691196,-2.0,240,18264,1609,891,293,40.853959,14.288213
NEPEZZANO-PIANO D'ACCIO,5.084885231702035,5.0,34,2309,2256,549,33,,
NICORVO,4.395881006864989,3.0,22,1748,856,322,66,45.275462,8.6712
NICOTERA,2.9281098546042004,2.0,26,1238,310,145,54,38.549328,15.933749
NIZZA MONFERRATO,0.9833506763787722,0.0,16,961,69,35,15,44.772905,8.361146
NOALE SCORZE`,0.8812313803376366,1.0,70,5035,596,219,77,45.553833,12.074888
NOCERA INFERIORE,2.8463981280294166,2.0,87,5983,1597,662,212,40.745318,14.635346
NOCERA INFERIORE MERCATO,3.2,3.0,3,5,2,1,0,40.745668,14.649129
NOCERA SUPERIORE,2.543793834610993,2.0,84,6131,1342,602,190,40.742597,14.672398
NOLA,5.004300047778309,4.0,33,2093,1094,597,183,40.923652,14.525004
NONE,4.365335598980459,4.0,46,3531,2000,1187,102,44.938011,7.540068
NOTARESCO,4.206293706293707,2.0,13,858,415,406,35,42.706502,13.876365
NOVARA,1.8438128312922684,1.0,190,10942,2411,1188,434,45.451376,8.624895
NOVARA MONTALBANO FURNARI,2.2194674012855833,2.0,16,1089,239,93,16,38.121516,15.130702
NOVATE-MEZZOLA,0.944778362133734,0.0,36,2662,227,114,45,46.216595,9.446573
NOVI LIGURE,1.222489476849068,0.0,44,3326,491,276,99,44.762521,8.787289
NOZZANO,5.117694805194805,4.0,21,1232,668,480,112,43.829956,10.40716
NUS,2.737464068987544,2.0,82,3131,801,362,105,45.738786,7.4712
OLBIA,0.5014084507042254,-1.0,21,1065,90,55,28,40.924595,9.498293
OLGIATE-CALCO-BRIVIO,2.9205721814417465,1.0,70,5313,1227,723,261,45.729166,9.40377
OMEGNA CRUSINALLO,3.0873493975903616,2.0,16,996,244,141,30,45.898138,8.413929
ORA,8.376344086021506,8.0,45,93,82,65,26,46.36092,11.296781
ORBETELLO,2.6835806606031594,1.0,33,2089,510,326,123,42.450615,11.248972
ORDONA,3.0432835820895523,2.0,9,670,204,127,38,41.315006,15.620567
ORICOLA-PERETO,2.38,1.0,15,1000,164,79,35,42.067835,13.044214
ORIO LITTA,4.832420591456736,4.0,22,1826,943,542,121,45.166778,9.550592
ORTE,2.751099937146449,1.0,139,7955,2126,1360,634,42.43728,12.408986
OSNAGO,3.055063171789553,1.0,69,5303,1358,786,253,45.678532,9.386995
OSPEDALETTO LODIGIANO,2.622744669218152,1.0,22,1829,591,341,85,45.16933,9.575164
OSPITALE DI CADORE,2.0,2.0,1,1,0,0,0,46.325771,12.318429
OSTERIA NUOVA,3.060427702570139,2.0,87,5097,1339,833,306,44.586613,11.236525
OSTIA PARMENSE,2.963692038495188,2.0,31,2286,746,485,133,44.520136,9.844981
OULX CESANA CLAVIERE SESTRIERE,1.4688328912466844,1.0,71,3016,379,222,84,45.038789,6.831432
OZIERI CHILIVANI,0.23361522198731502,-1.0,42,1892,213,121,59,40.609496,8.933744
OZZANO TARO,4.298338062423997,3.0,54,2467,1047,601,155,44.712268,10.141022
P.M.TORRICCHIO,2.0,2.0,1,1,0,0,0,,
PABILLONIS,12.666666666666666,15.0,2,3,3,3,2,39.610878,8.741013
PACE DEL MELA,1.8078836586299274,1.0,40,2613,486,223,40,38.202459,15.312676
PACECO,0.8004032258064516,0.0,10,496,31,20,15,37.991354,12.550844
PADERNO ROBBIATE,6.118370934661588,5.0,40,3413,2333,1558,396,45.678307,9.439202
PADIGLIONE,0.6251105216622458,0.0,59,3393,431,193,76,41.513518,12.629476
PADOVA CAMPO MARTE,92.0,92.0,1,1,1,1,1,,
PAESE,9.833333333333334,3.0,6,6,3,3,2,45.669207,12.161677
PAESE CASTAGNOLE,3.023406374501992,2.0,55,2008,459,121,25,45.691182,12.182619
PALAGIANELLO,0.6637469586374696,0.0,31,2055,153,77,32,40.610906,16.975202
PALAZZO REALE-ORLEANS,-0.3210500570683189,-1.0,116,6133,143,56,25,38.10878,13.353962
PALERMO BRANCACCIO,0.5907072087461565,0.0,50,2927,162,61,9,38.093141,13.392508
PALERMO CENTRALE,-0.7138716901593993,-1.0,140,7591,446,235,145,38.109187,13.367515
PALLANZENO,2.9076305220883536,2.0,16,996,232,109,31,46.043533,8.260645
PAOLA,2.1267720384552713,-1.0,110,6137,1127,842,490,39.359442,16.033093
PARABIAGO,4.9129680998613035,4.0,91,5768,3172,1710,390,45.552441,8.946319
PARMA,3.286143221738478,1.0,209,13322,4046,2678,1222,44.810203,10.32837
PARONA LOMELLINA,2.974451541238545,2.0,55,3601,1163,664,197,45.280107,8.780315
PASTENA,1.8102277267279265,2.0,70,2503,173,42,7,,
PATTI-SAN PIERO PATTI,2.056398583712696,1.0,67,3954,808,483,220,38.146905,14.975331
PAULILATINO,-0.7570093457943925,-1.0,10,428,25,19,12,40.077373,8.775812
PAVIA PORTA GARIBALDI,4.823882224645583,3.0,22,1834,850,426,107,45.183996,9.167331
PEDASO,3.0876712328767124,2.0,56,2920,915,550,152,43.094694,13.844906
PEDEROBBA CAVASO POSSAGNO,3.2268445839874413,2.0,27,1274,464,216,29,45.877299,11.965222
PERGINE,1.4311424100156493,1.0,17,1278,248,96,14,46.062482,11.232637
PERUGIA,2.072618254497002,1.0,48,3002,831,441,142,43.103808,12.375567
PERUGIA UNIVERSITA',0.0,0.0,1,1,0,0,0,,
PESCARA PORTA NUOVA,0.9984795829713293,0.0,72,4604,625,305,72,42.458072,14.211663
PESCARA S. MARCO,-0.4340159271899886,0.0,29,1758,845,275,31,42.44613,14.208981
PESCHIERA DEL GARDA,4.197292454708341,3.0,76,5023,2011,1247,460,45.438502,10.702509
PESCIA,2.811778029445074,2.0,124,4415,1545,930,256,43.886811,10.686074
PETROSINO STRASATTI,1.7100409836065573,1.0,31,1952,354,191,86,37.725466,12.509434
PIACENZA,2.7857219769570367,1.0,154,9287,2673,1825,899,45.052238,9.70633
PIAN DI VENOLA,3.050718264438581,2.0,47,3411,1012,330,57,44.332136,11.188609
PIANA BELLA MONTELIBRETTI,1.7512771029628789,1.0,152,8809,636,272,67,42.105159,12.632938
PIANO ORIZZONTALE DEI GIOVI,6.0,7.0,10,11,6,6,3,44.530912,8.9192
PIAZZA AMEDEO,-1.127762872109365,-2.0,232,7827,428,272,121,40.838506,14.232974
PIAZZA CAVOUR,-0.5759924829692271,-2.0,137,4257,406,236,96,40.855248,14.255175
PIEDIMULERA,2.8840846366145354,1.0,17,1087,237,112,35,46.024348,8.261237
PIETRA LIGURE,3.8667803214807597,2.0,73,4106,1626,979,276,44.145345,8.277403
PIETRABISSARA,4.0,-2.0,2,2,1,1,0,44.658637,8.926969
PIETRASANTA,3.633306645316253,2.0,85,4996,1818,1047,296,43.95583,10.229731
PIEVE ALBIGNOLA,5.851130983692793,5.0,28,1901,1301,677,140,45.116248,8.959723
PIEVE VERGONTE,0.8141923436041083,-1.0,17,1071,164,81,25,46.009783,8.276298
PINAROLO PO,4.640939597315437,3.0,26,2086,917,579,180,45.073415,9.170273
PINEROLO,0.6043083900226758,-1.0,23,1764,406,198,33,44.887673,7.337402
PINETO ATRI,2.294736842105263,1.0,75,4465,1129,570,143,42.607736,14.069072
PIOMBINO,0.17898193760262726,0.0,20,609,125,33,12,42.924854,10.530959
PIOMBINO BINARI MARE,0.4881516587677725,0.0,10,422,23,9,4,42.928931,10.54525
PIRAINETO,1.2494969818913482,1.0,78,3479,178,81,45,38.169148,13.14256
PISA CENTRALE,1.7421652421652423,1.0,279,16848,3840,2113,762,43.70794,10.398183
PISA SAN ROSSORE,2.7279257707273272,2.0,171,10023,2746,1422,347,43.723702,10.387363
